Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested
ORD048890,CUST8519,swiggy instamart,2025-03-09 17:29:30,29,Beverages,628,"Easy to order, loved it!",5,0,0
ORD048891,CUST3823,blinkit,2025-03-09 19:29:30,32,Personal Care,897,Good quality products.,4,0,0
ORD048892,CUST7290,blinkit,2025-03-09 13:29:30,13,Beverages,651,"Very late delivery, not happy.",2,0,1
ORD048894,CUST2742,blinkit,2025-03-09 22:29:30,24,Personal Care,643,Excellent experience!,5,0,0
ORD048895,CUST4997,blinkit,2025-03-09 23:29:30,18,Grocery,1167,"Fast delivery, great service!",5,0,0
ORD048897,CUST3385,blinkit,2025-03-09 23:29:30,27,Dairy,361,Wrong item delivered.,1,0,1
ORD048898,CUST1536,blinkit,2025-03-09 00:29:30,25,Dairy,142,Very satisfied with the service.,5,0,0
ORD048899,CUST6117,blinkit,2025-03-09 05:29:30,26,Personal Care,1610,Very satisfied with the service.,5,0,0
ORD048900,CUST6498,swiggy instamart,2025-03-09 21:29:30,25,Dairy,755,Good quality products.,4,0,0
ORD048903,CUST2822,jiomart,2025-03-09 08:29:30,26,Snacks,448,Wrong item delivered.,1,0,1
ORD048906,CUST5767,swiggy instamart,2025-03-09 05:29:30,56,Snacks,452,"Very late delivery, not happy.",2,1,1
ORD048908,CUST7221,swiggy instamart,2025-03-09 17:29:30,46,Beverages,330,Very satisfied with the service.,5,1,0
ORD048909,CUST3247,swiggy instamart,2025-03-09 11:29:30,42,Grocery,1069,"Horrible experience, never ordering again.",1,1,1
ORD048912,CUST1992,jiomart,2025-03-09 02:29:30,27,Snacks,226,Good quality products.,4,0,0
ORD048913,CUST4582,jiomart,2025-03-09 02:29:30,32,Personal Care,1631,"Horrible experience, never ordering again.",1,0,1
ORD048916,CUST5597,blinkit,2025-03-09 23:29:30,18,Snacks,463,"Not fresh, disappointed.",2,0,1
ORD048921,CUST2893,blinkit,2025-03-09 23:29:30,14,Personal Care,1703,"Not fresh, disappointed.",2,0,1
ORD048923,CUST4455,blinkit,2025-03-09 18:29:30,17,Snacks,273,Good quality products.,4,0,0
ORD048926,CUST7951,jiomart,2025-03-09 03:29:30,30,Beverages,274,Good quality products.,4,0,0
ORD048927,CUST5953,blinkit,2025-03-09 00:29:30,19,Dairy,641,Good quality products.,4,0,0
ORD048935,CUST9227,blinkit,2025-03-09 01:29:30,37,Snacks,418,Good quality products.,4,0,0
ORD048936,CUST1455,swiggy instamart,2025-03-09 19:29:30,20,Dairy,171,Items missing from order.,2,0,1
ORD048939,CUST3262,jiomart,2025-03-09 07:29:30,41,Snacks,124,Excellent experience!,5,1,0
ORD048941,CUST8838,swiggy instamart,2025-03-09 05:29:30,13,Grocery,1327,Delivery person was rude.,2,0,1
ORD048945,CUST8002,swiggy instamart,2025-03-09 13:29:30,20,Fruits & Vegetables,656,Quick and reliable!,5,0,0
ORD048948,CUST8641,blinkit,2025-03-09 06:29:30,40,Personal Care,109,Very satisfied with the service.,5,0,0
ORD048950,CUST8750,swiggy instamart,2025-03-09 13:29:30,26,Dairy,629,Packaging could be better.,3,0,0
ORD048955,CUST7600,blinkit,2025-03-09 14:29:30,15,Snacks,493,Items missing from order.,2,0,1
ORD048957,CUST6008,blinkit,2025-03-09 07:29:30,16,Dairy,496,Delivery person was rude.,2,0,1
ORD048958,CUST2275,blinkit,2025-03-09 17:29:30,30,Grocery,282,Good quality products.,4,0,0
ORD048962,CUST1252,blinkit,2025-03-09 05:29:30,24,Personal Care,1651,Very satisfied with the service.,5,0,0
ORD048967,CUST8400,jiomart,2025-03-09 05:29:30,40,Grocery,1192,Excellent experience!,5,0,0
ORD048968,CUST3750,blinkit,2025-03-09 01:29:30,21,Snacks,182,"Very late delivery, not happy.",2,0,1
ORD048969,CUST8327,jiomart,2025-03-09 16:29:30,26,Beverages,168,Very satisfied with the service.,5,0,0
ORD048970,CUST7600,jiomart,2025-03-09 02:29:30,38,Grocery,733,"Fast delivery, great service!",5,0,0
ORD048972,CUST4567,swiggy instamart,2025-03-09 05:29:30,31,Snacks,114,Delivery person was rude.,2,0,1
ORD048973,CUST7731,jiomart,2025-03-09 02:29:30,38,Dairy,300,Delivery person was rude.,2,0,1
ORD048977,CUST8256,swiggy instamart,2025-03-09 16:29:30,30,Fruits & Vegetables,519,Delivery person was rude.,2,0,1
ORD048979,CUST2736,jiomart,2025-03-09 10:29:30,31,Beverages,284,Quick and reliable!,5,0,0
ORD048980,CUST5631,swiggy instamart,2025-03-09 04:29:30,28,Snacks,269,Very satisfied with the service.,5,0,0
ORD048984,CUST6835,jiomart,2025-03-09 12:29:30,14,Dairy,163,Quick and reliable!,5,0,0
ORD048992,CUST1134,swiggy instamart,2025-03-09 03:29:30,47,Snacks,90,Quick and reliable!,5,1,0
ORD048994,CUST3332,swiggy instamart,2025-03-09 15:29:30,28,Grocery,509,Good quality products.,4,0,0
ORD048996,CUST7051,blinkit,2025-03-09 02:29:30,42,Dairy,724,Wrong item delivered.,1,1,1
ORD048997,CUST4660,blinkit,2025-03-09 13:29:30,19,Snacks,383,Delivery person was rude.,2,0,1
ORD048998,CUST4857,jiomart,2025-03-09 04:29:30,28,Grocery,694,Items missing from order.,2,0,1
ORD049001,CUST2404,blinkit,2025-03-09 12:29:30,36,Beverages,579,Items missing from order.,2,0,1
ORD049003,CUST4805,swiggy instamart,2025-03-09 23:29:30,29,Snacks,215,Wrong item delivered.,1,0,1
ORD049007,CUST2218,jiomart,2025-03-09 11:29:30,40,Dairy,653,Quick and reliable!,5,0,0
ORD049009,CUST7653,blinkit,2025-03-09 19:29:30,16,Snacks,379,Excellent experience!,5,0,0
ORD049010,CUST8727,blinkit,2025-03-09 06:29:30,39,Grocery,1326,Quick and reliable!,5,0,0
ORD049012,CUST6036,blinkit,2025-03-09 09:29:30,22,Fruits & Vegetables,169,Delivery person was rude.,2,0,1
ORD049013,CUST7771,swiggy instamart,2025-03-09 06:29:30,16,Dairy,635,"Fast delivery, great service!",5,0,0
ORD049015,CUST1649,swiggy instamart,2025-03-09 10:29:30,28,Snacks,124,"Easy to order, loved it!",5,0,0
ORD049018,CUST2835,swiggy instamart,2025-03-09 18:29:30,31,Fruits & Vegetables,129,"Fast delivery, great service!",5,0,0
ORD049020,CUST6414,jiomart,2025-03-09 18:29:30,27,Snacks,57,"Horrible experience, never ordering again.",1,0,1
ORD049021,CUST2113,swiggy instamart,2025-03-09 23:29:30,28,Beverages,171,"Horrible experience, never ordering again.",1,0,1
ORD049024,CUST7063,blinkit,2025-03-09 06:29:30,21,Fruits & Vegetables,196,Excellent experience!,5,0,0
ORD049025,CUST9095,swiggy instamart,2025-03-09 05:29:30,28,Dairy,731,Excellent experience!,5,0,0
ORD049029,CUST4930,blinkit,2025-03-09 00:29:30,24,Beverages,368,"Not fresh, disappointed.",2,0,1
ORD049030,CUST1983,blinkit,2025-03-09 15:29:30,38,Dairy,491,Delivery person was rude.,2,0,1
ORD049031,CUST4231,jiomart,2025-03-09 09:29:30,23,Grocery,253,"Easy to order, loved it!",5,0,0
ORD049032,CUST9105,swiggy instamart,2025-03-09 06:29:30,36,Beverages,616,"Horrible experience, never ordering again.",1,0,1
ORD049034,CUST6275,jiomart,2025-03-09 20:29:30,30,Personal Care,1575,Excellent experience!,5,0,0
ORD049035,CUST7044,jiomart,2025-03-09 08:29:30,44,Fruits & Vegetables,561,Packaging could be better.,3,1,0
ORD049038,CUST1171,swiggy instamart,2025-03-09 01:29:30,20,Fruits & Vegetables,445,Delivery person was rude.,2,0,1
ORD049040,CUST7591,jiomart,2025-03-09 12:29:30,27,Beverages,246,Good quality products.,4,0,0
ORD049041,CUST5938,blinkit,2025-03-09 15:29:30,28,Snacks,340,"Easy to order, loved it!",5,0,0
ORD049042,CUST3133,jiomart,2025-03-09 09:29:30,38,Grocery,860,Wrong item delivered.,1,0,1
ORD049044,CUST7606,swiggy instamart,2025-03-09 05:29:30,45,Personal Care,1787,Items missing from order.,2,1,1
ORD049046,CUST5953,blinkit,2025-03-09 04:29:30,49,Dairy,241,"Not fresh, disappointed.",2,1,1
ORD049047,CUST6552,blinkit,2025-03-09 07:29:30,40,Beverages,800,Items missing from order.,2,0,1
ORD049050,CUST5679,jiomart,2025-03-09 11:29:30,32,Beverages,865,Items missing from order.,2,0,1
ORD049055,CUST5606,blinkit,2025-03-09 06:29:30,24,Personal Care,1883,Items missing from order.,2,0,1
ORD049056,CUST8564,swiggy instamart,2025-03-09 13:29:30,21,Dairy,523,Very satisfied with the service.,5,0,0
ORD049059,CUST1422,swiggy instamart,2025-03-09 16:29:30,30,Personal Care,518,"Not fresh, disappointed.",2,0,1
ORD049060,CUST9505,swiggy instamart,2025-03-09 14:29:30,27,Dairy,637,Quick and reliable!,5,0,0
ORD049063,CUST8528,jiomart,2025-03-09 08:29:30,32,Beverages,303,"Fast delivery, great service!",5,0,0
ORD049067,CUST9660,blinkit,2025-03-09 15:29:30,33,Personal Care,945,Items missing from order.,2,0,1
ORD049069,CUST6026,jiomart,2025-03-09 02:29:30,32,Personal Care,284,"Fast delivery, great service!",5,0,0
ORD049072,CUST1990,swiggy instamart,2025-03-09 12:29:30,5,Snacks,425,"Fast delivery, great service!",5,0,0
ORD049075,CUST5267,jiomart,2025-03-09 05:29:30,24,Grocery,1278,"Easy to order, loved it!",5,0,0
ORD049078,CUST3785,jiomart,2025-03-09 08:29:30,30,Grocery,1449,Delivery person was rude.,2,0,1
ORD049082,CUST8234,jiomart,2025-03-09 01:29:30,38,Personal Care,1967,Good quality products.,4,0,0
ORD049084,CUST7652,swiggy instamart,2025-03-09 20:29:30,28,Personal Care,1175,Quick and reliable!,5,0,0
ORD049085,CUST7385,blinkit,2025-03-09 03:29:30,37,Dairy,135,"Very late delivery, not happy.",2,0,1
ORD049086,CUST8008,jiomart,2025-03-09 23:29:30,46,Grocery,535,Wrong item delivered.,1,1,1
ORD049087,CUST1854,jiomart,2025-03-09 19:29:30,7,Personal Care,1470,Quick and reliable!,5,0,0
ORD049089,CUST6071,swiggy instamart,2025-03-09 21:29:30,23,Snacks,348,Quick and reliable!,5,0,0
ORD049094,CUST2958,blinkit,2025-03-09 12:29:30,21,Dairy,118,Packaging could be better.,3,0,0
ORD049095,CUST9823,blinkit,2025-03-09 21:29:30,27,Dairy,531,Items missing from order.,2,0,1
ORD049097,CUST2245,blinkit,2025-03-09 23:29:30,30,Grocery,1464,"Not fresh, disappointed.",2,0,1
ORD049099,CUST2111,jiomart,2025-03-09 01:29:30,55,Fruits & Vegetables,127,Wrong item delivered.,1,1,1
ORD049102,CUST9024,jiomart,2025-03-09 02:29:30,35,Grocery,446,Good quality products.,4,0,0
ORD049103,CUST8217,blinkit,2025-03-09 15:29:30,28,Fruits & Vegetables,629,Quick and reliable!,5,0,0
ORD049104,CUST4608,blinkit,2025-03-09 09:29:30,26,Grocery,720,"Fast delivery, great service!",5,0,0
ORD049106,CUST8297,blinkit,2025-03-09 02:29:30,29,Beverages,946,Packaging could be better.,3,0,0
ORD049107,CUST8596,jiomart,2025-03-09 02:29:30,28,Snacks,386,"Horrible experience, never ordering again.",1,0,1
ORD049109,CUST7842,blinkit,2025-03-09 09:29:30,47,Personal Care,508,Quick and reliable!,5,1,0
ORD049111,CUST9484,blinkit,2025-03-09 16:29:30,27,Dairy,414,"Very late delivery, not happy.",2,0,1
ORD049113,CUST7142,swiggy instamart,2025-03-09 20:29:30,38,Dairy,244,Delivery person was rude.,2,0,1
ORD049114,CUST3054,swiggy instamart,2025-03-09 22:29:30,25,Grocery,528,"Easy to order, loved it!",5,0,0
ORD049115,CUST8582,swiggy instamart,2025-03-09 14:29:30,17,Grocery,1483,Excellent experience!,5,0,0
ORD049124,CUST9118,jiomart,2025-03-09 19:29:30,33,Beverages,465,Excellent experience!,5,0,0
ORD049129,CUST6490,blinkit,2025-03-09 07:29:30,31,Snacks,182,Items missing from order.,2,0,1
ORD049131,CUST6765,blinkit,2025-03-09 23:29:30,41,Dairy,774,"Easy to order, loved it!",5,1,0
ORD049134,CUST8483,swiggy instamart,2025-03-09 17:29:30,24,Snacks,198,Packaging could be better.,3,0,0
ORD049136,CUST8541,swiggy instamart,2025-03-09 07:29:30,38,Fruits & Vegetables,274,Items missing from order.,2,0,1
ORD049137,CUST1999,jiomart,2025-03-09 15:29:30,18,Fruits & Vegetables,578,Good quality products.,4,0,0
ORD049139,CUST8241,swiggy instamart,2025-03-09 01:29:30,16,Personal Care,346,"Fast delivery, great service!",5,0,0
ORD049140,CUST1905,jiomart,2025-03-09 03:29:30,27,Fruits & Vegetables,518,Delivery person was rude.,2,0,1
ORD049141,CUST6058,blinkit,2025-03-09 00:29:30,31,Personal Care,942,Wrong item delivered.,1,0,1
ORD049143,CUST6527,blinkit,2025-03-09 04:29:30,40,Beverages,186,Good quality products.,4,0,0
ORD049145,CUST1439,swiggy instamart,2025-03-09 11:29:30,14,Dairy,369,"Fast delivery, great service!",5,0,0
ORD049148,CUST8945,blinkit,2025-03-09 02:29:30,30,Personal Care,744,"Very late delivery, not happy.",2,0,1
ORD049151,CUST5295,blinkit,2025-03-09 06:29:30,39,Personal Care,1702,"Very late delivery, not happy.",2,0,1
ORD049152,CUST2709,jiomart,2025-03-09 04:29:30,47,Snacks,354,"Not fresh, disappointed.",2,1,1
ORD049158,CUST2776,blinkit,2025-03-09 17:29:30,26,Beverages,815,Items missing from order.,2,0,1
ORD049161,CUST7257,swiggy instamart,2025-03-09 11:29:30,36,Dairy,773,"Horrible experience, never ordering again.",1,0,1
ORD049162,CUST8336,swiggy instamart,2025-03-09 01:29:30,16,Snacks,219,Packaging could be better.,3,0,0
ORD049163,CUST3083,jiomart,2025-03-09 21:29:30,28,Dairy,113,"Not fresh, disappointed.",2,0,1
ORD049165,CUST1856,jiomart,2025-03-09 20:29:30,32,Snacks,397,Items missing from order.,2,0,1
ORD049166,CUST7008,swiggy instamart,2025-03-09 06:29:30,35,Grocery,553,Packaging could be better.,3,0,0
ORD049168,CUST6602,blinkit,2025-03-09 14:29:30,37,Snacks,173,"Not fresh, disappointed.",2,0,1
ORD049171,CUST2713,swiggy instamart,2025-03-09 15:29:30,24,Beverages,139,"Fast delivery, great service!",5,0,0
ORD049176,CUST6819,swiggy instamart,2025-03-09 22:29:30,20,Dairy,441,Very satisfied with the service.,5,0,0
ORD049177,CUST8062,blinkit,2025-03-09 10:29:30,38,Personal Care,1329,"Very late delivery, not happy.",2,0,1
ORD049178,CUST6254,swiggy instamart,2025-03-09 06:29:30,38,Beverages,625,"Easy to order, loved it!",5,0,0
ORD049179,CUST3556,swiggy instamart,2025-03-09 10:29:30,14,Grocery,1432,Items missing from order.,2,0,1
ORD049181,CUST6046,blinkit,2025-03-09 17:29:30,29,Snacks,476,"Not fresh, disappointed.",2,0,1
ORD049182,CUST3550,jiomart,2025-03-09 01:29:30,19,Dairy,104,Items missing from order.,2,0,1
ORD049184,CUST4539,blinkit,2025-03-09 23:29:30,35,Dairy,118,"Very late delivery, not happy.",2,0,1
ORD049186,CUST6043,swiggy instamart,2025-03-09 16:29:30,20,Personal Care,1716,Delivery person was rude.,2,0,1
ORD049187,CUST3530,swiggy instamart,2025-03-09 12:29:30,38,Fruits & Vegetables,475,Excellent experience!,5,0,0
ORD049188,CUST9278,jiomart,2025-03-09 05:29:30,26,Grocery,700,Delivery person was rude.,2,0,1
ORD049193,CUST3083,blinkit,2025-03-09 07:29:30,32,Snacks,478,Delivery person was rude.,2,0,1
ORD049196,CUST2193,swiggy instamart,2025-03-09 12:29:30,38,Personal Care,1143,"Very late delivery, not happy.",2,0,1
ORD049199,CUST5793,swiggy instamart,2025-03-09 19:29:30,30,Beverages,280,Packaging could be better.,3,0,0
ORD049201,CUST1687,swiggy instamart,2025-03-09 10:29:30,47,Personal Care,1125,Items missing from order.,2,1,1
ORD049202,CUST8497,jiomart,2025-03-09 00:29:30,25,Beverages,995,"Very late delivery, not happy.",2,0,1
ORD049205,CUST6578,blinkit,2025-03-09 23:29:30,5,Beverages,684,"Not fresh, disappointed.",2,0,1
ORD049213,CUST1771,jiomart,2025-03-09 21:29:30,46,Beverages,815,Items missing from order.,2,1,1
ORD049214,CUST7737,jiomart,2025-03-09 08:29:30,22,Beverages,794,Packaging could be better.,3,0,0
ORD049216,CUST4799,jiomart,2025-03-09 11:29:30,51,Snacks,249,"Not fresh, disappointed.",2,1,1
ORD049219,CUST7126,jiomart,2025-03-09 16:29:30,38,Fruits & Vegetables,372,Delivery person was rude.,2,0,1
ORD049221,CUST1900,swiggy instamart,2025-03-09 11:29:30,19,Snacks,225,Quick and reliable!,5,0,0
ORD049225,CUST6611,jiomart,2025-03-09 17:29:30,15,Grocery,591,"Horrible experience, never ordering again.",1,0,1
ORD049226,CUST7385,jiomart,2025-03-09 01:29:30,10,Grocery,396,Items missing from order.,2,0,1
ORD049227,CUST4196,blinkit,2025-03-09 18:29:30,24,Dairy,235,Packaging could be better.,3,0,0
ORD049228,CUST3938,jiomart,2025-03-09 15:29:30,17,Personal Care,1356,"Fast delivery, great service!",5,0,0
ORD049231,CUST1017,jiomart,2025-03-09 23:29:30,22,Snacks,101,Packaging could be better.,3,0,0
ORD049234,CUST1682,blinkit,2025-03-09 03:29:30,17,Snacks,318,"Easy to order, loved it!",5,0,0
ORD049236,CUST7361,jiomart,2025-03-09 23:29:30,34,Dairy,255,"Fast delivery, great service!",5,0,0
ORD049237,CUST2859,jiomart,2025-03-09 22:29:30,31,Dairy,606,Good quality products.,4,0,0
ORD049238,CUST6501,blinkit,2025-03-09 11:29:30,34,Fruits & Vegetables,172,Good quality products.,4,0,0
ORD049239,CUST9863,jiomart,2025-03-09 23:29:30,16,Beverages,524,Items missing from order.,2,0,1
ORD049242,CUST5465,swiggy instamart,2025-03-09 09:29:30,41,Grocery,476,Items missing from order.,2,1,1
ORD049243,CUST6754,swiggy instamart,2025-03-09 04:29:30,20,Beverages,736,Good quality products.,4,0,0
ORD049246,CUST7503,swiggy instamart,2025-03-09 11:29:30,36,Grocery,522,"Horrible experience, never ordering again.",1,0,1
ORD049247,CUST5096,jiomart,2025-03-09 02:29:30,16,Personal Care,386,Packaging could be better.,3,0,0
ORD049250,CUST2695,jiomart,2025-03-09 19:29:30,32,Snacks,247,Wrong item delivered.,1,0,1
ORD049255,CUST9810,swiggy instamart,2025-03-09 05:29:30,16,Fruits & Vegetables,469,Excellent experience!,5,0,0
ORD049257,CUST9055,swiggy instamart,2025-03-09 04:29:30,16,Fruits & Vegetables,656,Excellent experience!,5,0,0
ORD049262,CUST7748,blinkit,2025-03-09 12:29:30,23,Dairy,507,"Fast delivery, great service!",5,0,0
ORD049264,CUST5013,swiggy instamart,2025-03-09 08:29:30,32,Fruits & Vegetables,208,"Not fresh, disappointed.",2,0,1
ORD049265,CUST4055,jiomart,2025-03-09 08:29:30,10,Grocery,1279,Excellent experience!,5,0,0
ORD049269,CUST8639,swiggy instamart,2025-03-09 12:29:30,30,Grocery,1254,Wrong item delivered.,1,0,1
ORD049273,CUST8745,blinkit,2025-03-09 02:29:30,12,Grocery,1006,Packaging could be better.,3,0,0
ORD049275,CUST7680,jiomart,2025-03-09 05:29:30,38,Fruits & Vegetables,571,Good quality products.,4,0,0
ORD049280,CUST6794,jiomart,2025-03-09 16:29:30,36,Snacks,269,"Fast delivery, great service!",5,0,0
ORD049281,CUST4839,blinkit,2025-03-09 18:29:30,28,Fruits & Vegetables,362,"Easy to order, loved it!",5,0,0
ORD049284,CUST4470,swiggy instamart,2025-03-09 06:29:30,23,Dairy,453,Good quality products.,4,0,0
ORD049285,CUST5431,swiggy instamart,2025-03-09 09:29:30,35,Grocery,1474,Delivery person was rude.,2,0,1
ORD049287,CUST3940,swiggy instamart,2025-03-09 12:29:30,34,Personal Care,1222,"Easy to order, loved it!",5,0,0
ORD049288,CUST1537,swiggy instamart,2025-03-09 03:29:30,23,Dairy,795,Wrong item delivered.,1,0,1
ORD049292,CUST4555,jiomart,2025-03-09 20:29:30,32,Grocery,517,"Very late delivery, not happy.",2,0,1
ORD049297,CUST3758,jiomart,2025-03-09 21:29:30,21,Grocery,1365,"Very late delivery, not happy.",2,0,1
ORD049298,CUST3719,swiggy instamart,2025-03-09 23:29:30,13,Beverages,397,"Very late delivery, not happy.",2,0,1
ORD049304,CUST4153,blinkit,2025-03-09 17:29:30,45,Grocery,818,Excellent experience!,5,1,0
ORD049305,CUST7557,blinkit,2025-03-09 07:29:30,31,Dairy,604,Packaging could be better.,3,0,0
ORD049307,CUST5801,jiomart,2025-03-09 08:29:30,22,Snacks,259,Packaging could be better.,3,0,0
ORD049308,CUST3693,jiomart,2025-03-09 01:29:30,32,Snacks,269,Good quality products.,4,0,0
ORD049312,CUST2344,swiggy instamart,2025-03-09 21:29:30,54,Fruits & Vegetables,573,Packaging could be better.,3,1,0
ORD049313,CUST8965,jiomart,2025-03-09 03:29:30,11,Beverages,959,"Horrible experience, never ordering again.",1,0,1
ORD049314,CUST7420,jiomart,2025-03-09 16:29:30,28,Grocery,384,Excellent experience!,5,0,0
ORD049315,CUST8719,jiomart,2025-03-09 22:29:30,44,Fruits & Vegetables,169,"Not fresh, disappointed.",2,1,1
ORD049317,CUST8376,swiggy instamart,2025-03-09 13:29:30,43,Fruits & Vegetables,218,Wrong item delivered.,1,1,1
ORD049319,CUST9235,swiggy instamart,2025-03-09 21:29:30,31,Beverages,111,"Not fresh, disappointed.",2,0,1
ORD049320,CUST9453,jiomart,2025-03-09 11:29:30,43,Fruits & Vegetables,653,Quick and reliable!,5,1,0
ORD049324,CUST2044,jiomart,2025-03-09 21:29:30,32,Grocery,686,"Horrible experience, never ordering again.",1,0,1
ORD049327,CUST6735,swiggy instamart,2025-03-09 11:29:30,27,Snacks,406,Very satisfied with the service.,5,0,0
ORD049328,CUST3820,swiggy instamart,2025-03-09 16:29:30,41,Grocery,214,Items missing from order.,2,1,1
ORD049330,CUST4405,swiggy instamart,2025-03-09 23:29:30,34,Snacks,213,Delivery person was rude.,2,0,1
ORD049332,CUST4645,jiomart,2025-03-09 09:29:30,21,Beverages,581,"Fast delivery, great service!",5,0,0
ORD049336,CUST4446,jiomart,2025-03-09 07:29:30,28,Personal Care,874,"Very late delivery, not happy.",2,0,1
ORD049339,CUST6495,swiggy instamart,2025-03-09 23:29:30,25,Personal Care,672,Good quality products.,4,0,0
ORD049342,CUST5694,blinkit,2025-03-09 17:29:30,28,Fruits & Vegetables,529,Packaging could be better.,3,0,0
ORD049344,CUST1491,blinkit,2025-03-09 00:29:30,41,Beverages,990,"Not fresh, disappointed.",2,1,1
ORD049346,CUST4967,jiomart,2025-03-09 13:29:30,52,Fruits & Vegetables,506,"Easy to order, loved it!",5,1,0
ORD049352,CUST5101,jiomart,2025-03-09 09:29:30,18,Dairy,638,Excellent experience!,5,0,0
ORD049353,CUST7713,jiomart,2025-03-09 00:29:30,12,Personal Care,785,Items missing from order.,2,0,1
ORD049355,CUST5566,swiggy instamart,2025-03-09 04:29:30,29,Personal Care,1910,"Horrible experience, never ordering again.",1,0,1
ORD049356,CUST2796,jiomart,2025-03-09 18:29:30,26,Personal Care,347,"Fast delivery, great service!",5,0,0
ORD049358,CUST7850,jiomart,2025-03-09 02:29:30,32,Personal Care,1978,"Very late delivery, not happy.",2,0,1
ORD049363,CUST6095,blinkit,2025-03-09 02:29:30,28,Personal Care,260,Items missing from order.,2,0,1
ORD049367,CUST4217,jiomart,2025-03-09 22:29:30,25,Dairy,755,Excellent experience!,5,0,0
ORD049368,CUST8681,swiggy instamart,2025-03-09 01:29:30,24,Fruits & Vegetables,71,Good quality products.,4,0,0
ORD049369,CUST1912,blinkit,2025-03-09 05:29:30,32,Grocery,797,Excellent experience!,5,0,0
ORD049372,CUST5879,blinkit,2025-03-09 14:29:30,24,Personal Care,1753,"Horrible experience, never ordering again.",1,0,1
ORD049375,CUST7316,swiggy instamart,2025-03-09 07:29:30,24,Snacks,243,"Not fresh, disappointed.",2,0,1
ORD049377,CUST6109,blinkit,2025-03-09 00:29:30,25,Snacks,366,Quick and reliable!,5,0,0
ORD049379,CUST7226,swiggy instamart,2025-03-09 21:29:30,29,Dairy,337,Wrong item delivered.,1,0,1
ORD049385,CUST5317,blinkit,2025-03-09 20:29:30,24,Snacks,262,Items missing from order.,2,0,1
ORD049387,CUST2352,jiomart,2025-03-09 10:29:30,27,Personal Care,598,Very satisfied with the service.,5,0,0
ORD049391,CUST9016,blinkit,2025-03-09 14:29:30,27,Dairy,178,Quick and reliable!,5,0,0
ORD049394,CUST3735,swiggy instamart,2025-03-09 03:29:30,28,Grocery,1258,"Not fresh, disappointed.",2,0,1
ORD049399,CUST1173,swiggy instamart,2025-03-09 20:29:30,17,Fruits & Vegetables,520,Quick and reliable!,5,0,0
ORD049402,CUST7775,blinkit,2025-03-09 14:29:30,5,Beverages,803,Items missing from order.,2,0,1
ORD049405,CUST8390,jiomart,2025-03-09 15:29:30,33,Snacks,499,Good quality products.,4,0,0
ORD049407,CUST5492,jiomart,2025-03-09 15:29:30,36,Grocery,1143,"Not fresh, disappointed.",2,0,1
ORD049412,CUST1157,jiomart,2025-03-09 21:29:30,21,Grocery,1434,Good quality products.,4,0,0
ORD049416,CUST2415,jiomart,2025-03-09 04:29:30,11,Dairy,747,Good quality products.,4,0,0
ORD049417,CUST2393,swiggy instamart,2025-03-09 02:29:30,44,Personal Care,768,"Fast delivery, great service!",5,1,0
ORD049425,CUST7623,jiomart,2025-03-09 19:29:30,20,Fruits & Vegetables,510,Excellent experience!,5,0,0
ORD049435,CUST6695,blinkit,2025-03-09 10:29:30,36,Personal Care,1184,"Fast delivery, great service!",5,0,0
ORD049436,CUST3807,swiggy instamart,2025-03-09 10:29:30,19,Fruits & Vegetables,537,"Very late delivery, not happy.",2,0,1
ORD049437,CUST8440,swiggy instamart,2025-03-09 18:29:30,20,Personal Care,1157,Very satisfied with the service.,5,0,0
ORD049440,CUST7642,blinkit,2025-03-09 05:29:30,33,Grocery,1259,Very satisfied with the service.,5,0,0
ORD049442,CUST3287,blinkit,2025-03-09 20:29:30,20,Grocery,977,Delivery person was rude.,2,0,1
ORD049450,CUST2158,blinkit,2025-03-09 06:29:30,22,Snacks,84,"Not fresh, disappointed.",2,0,1
ORD049452,CUST6412,blinkit,2025-03-09 22:29:30,21,Personal Care,437,"Horrible experience, never ordering again.",1,0,1
ORD049454,CUST7394,blinkit,2025-03-09 07:29:30,26,Snacks,213,Good quality products.,4,0,0
ORD049458,CUST7133,blinkit,2025-03-09 19:29:30,39,Personal Care,1162,"Fast delivery, great service!",5,0,0
ORD049460,CUST3650,blinkit,2025-03-09 00:29:30,26,Snacks,297,Packaging could be better.,3,0,0
ORD049469,CUST1230,jiomart,2025-03-09 07:29:30,30,Personal Care,1351,"Very late delivery, not happy.",2,0,1
ORD049471,CUST4543,jiomart,2025-03-09 17:29:30,22,Fruits & Vegetables,435,"Very late delivery, not happy.",2,0,1
ORD049475,CUST9417,jiomart,2025-03-09 08:29:30,42,Dairy,579,Quick and reliable!,5,1,0
ORD049479,CUST9376,jiomart,2025-03-09 07:29:30,19,Grocery,1244,Good quality products.,4,0,0
ORD049483,CUST6761,swiggy instamart,2025-03-09 23:29:30,26,Dairy,131,Quick and reliable!,5,0,0
ORD049484,CUST3990,jiomart,2025-03-09 04:29:30,29,Beverages,589,"Fast delivery, great service!",5,0,0
ORD049488,CUST7648,swiggy instamart,2025-03-09 06:29:30,26,Dairy,276,Wrong item delivered.,1,0,1
ORD049491,CUST1386,blinkit,2025-03-09 09:29:30,47,Snacks,291,"Easy to order, loved it!",5,1,0
